run 1 - 36 768 ParallelOldGC
79.597 1574927
87.468 27
96.5 84
105.358 82
113.371 5
121.571 36
129.786 27
137.872 23
147.136 66
154.935 3
162.907 63
171.342 6
180.087 338846
187.835 43
197.147 24
205.236 3730
213.804 515927
221.672 280
232.737 2482287
seconds 247
run 17 - 36 768 ParallelOldGC
11.356 99
37.382 8645968
45.247 41
54.759 81
66.056 267
75.927 375329
84.405 15
97.681 5567641
106.044 13734
113.884 87
157.062 20560614
197.036 19993815
216.748 13607774
237.029 9159162
273.849 13171371
293.253 11605634
309.099 5121936
323.133 39
332.606 32
341.035 280268
350.651 307
358.921 536782
366.964 393
seconds 375
run 18 - 36 768 ParallelOldGC
41.199 6807040
50.338 6
58.532 377
67.543 312821
76.198 27
85.716 1207885
94.13 3218228
122.036 7607403
133.546 16636
143.686 80
155.605 8588812
182.54 3475077
193.501 3985824
202.498 0
212.737 793730
220.513 44
228.592 32
237 19
247.452 43
257.814 2919122
266.922 66
274.883 35
283.814 31
seconds 301
run 19 - 36 768 ParallelOldGC
17.287 5037926
39.539 6292701
47.836 283
56.762 19040
65.411 73
74.09 7212
83.1 448765
91.431 45
99.671 18
114.003 4
122.021 73
130.866 4240
140.525 1157281
149.833 16
158.711 498902
166.852 30
175.662 3526829
189.487 12
197.546 636
206.24 1
214.331 660020
222.432 212
230.079 0
seconds 239
run 20 - 36 768 ParallelOldGC
11.716 1789850
20.498 12
33.297 350
51.102 5
63.181 5450900
72.041 53172
83.79 423694
91.88 18
100.244 22
108.729 5
116.673 452
128.496 1428527
142.092 4115352
150.524 46
159.817 358416
169.513 1038515
189.325 2621817
198.685 2171670
207.893 8
218.647 3775627
230.353 4162260
239.516 2209941
272.689 12454869
seconds 282
run 21 - 36 768 ParallelOldGC
13.312 1452909
21.365 1
29.527 51
40.145 1138834
48.94 325739
57.599 1232011
69.912 1938671
78.075 45
91.215 11
100.934 40
108.638 15
118.291 1920504
133.499 59
142.689 1896587
152.534 161
162.823 5098850
170.466 408
180.645 1265053
188.972 64
197.809 28
205.658 79
218.088 61
246.061 9118458
seconds 273
run 22 - 36 768 ParallelOldGC
24.52 4208772
31.989 64338
48.793 59
69.483 10921947
77.821 18
96.93 42
135.454 13294060
159.319 10219158
175.49 1854357
197.944 48
209.091 2392532
216.999 50
225.421 934506
237.439 317
259.328 7251397
269.826 73
280.667 422
306.5 7091011
325.184 1698514
351.953 8859089
367.379 91455
379.077 365
390.195 231
seconds 422
run 23 - 36 768 ParallelOldGC
44.602 17132076
97.957 26299754
128.31 14933702
139.507 17
149.592 67
157.689 75
170.408 15
182.942 686285
197.999 5252952
209.774 16551
218.403 37
226.273 69
237.955 855851
250.391 4875783
266.328 54
279.863 2745290
292.543 21766
303.467 1905459
315.85 447812
333.431 209028
342.85 116
351.778 67
360.909 2096503
seconds 370
run 24 - 36 768 ParallelOldGC
10.238 172
19.164 285
28.2 19
36.145 214
45.57 30
58.147 1125222
80.784 34
89.869 3866767
97.21 375563
105.405 473
112.95 352
121.252 323610
129.473 73
137.437 143888
145.708 88
153.789 706
162.156 80
196.389 6760166
207.452 37
220.109 9347884
243.164 6837876
254.634 79
265.931 58
seconds 275
run 25 - 36 768 ParallelOldGC
11.679 4
28.991 50
37.437 66
46.736 44
55.956 940
64.181 5
77.7 6315118
86.269 66
94.463 1
108.739 53
118.418 168039
126.954 919523
135.996 16
144.134 46
164.849 8543837
206.263 12034182
213.674 89
228.027 4645796
239.117 204
249.122 85
263.676 4032093
276.176 21
309.665 11772101
seconds 325
run 26 - 36 768 ParallelOldGC
13.899 3836927
34.546 2627389
44.005 674552
53.199 2635
61.924 0
70.243 4342
81.447 878511
91.592 19068
100.038 51
108.788 1434
124.302 8353064
132.603 52
140.817 31
148.971 393052
166.636 1305291
176.372 398
184.4 31
194.068 353074
202.82 935
212.382 134659
221.399 61
232.618 4185046
242.44 723630
seconds 251
run 27 - 36 768 ParallelOldGC
13.502 2999784
23.554 9
33.481 2332201
41.645 36
51.499 2673530
58.856 750
68.873 13
86.789 5407859
98.602 6121965
109.675 63
121.927 180899
130.386 752
144.559 2937958
153.103 41
161.828 30
169.792 39
177.541 25
185.078 38
198.886 61
209.515 290988
218.672 49
227.081 24
236.451 12
seconds 245
run 28 - 36 768 ParallelOldGC
11.549 3234106
21.115 57
29.35 69
37.496 16
45.894 4
57.787 3020898
75.68 328
90.66 2934330
106.381 4666095
115.501 28
127.4 788916
140.892 2727537
154.978 20
163.938 2328113
179.84 1724855
199.128 6633206
214.051 68
225.147 2030320
236.377 89
245.5 89
261.073 6480257
279.732 4019745
287.211 30
seconds 297
run 29 - 36 768 ParallelOldGC
60.477 21678426
140.311 34874550
202.096 34462102
276.441 30158237
316.495 24173659
332.777 7049058
377.077 23181042
464.207 36052567
542.003 32770455
627.219 35786298
690.115 31562379
727.582 22699740
760.788 19045287
848.613 37515659
910.635 26204200
952.465 20470507
991.784 25571163
1092.71 36773540
1195.12 37360711
1272.79 37748302
1314.07 22980336
1402.95 37748637
1481.14 31289207
seconds 1523
run 30 - 36 768 ParallelOldGC
19.196 1002
28.684 10
37.974 435
46.771 739489
57.485 4599760
66.283 2116
75.546 26
86.295 17
94.628 233
103.131 32
111.651 51
120.95 13
142.364 3534513
150.327 29
160.918 1814843
173.434 675154
181.472 30
192.162 53
202.827 22
212.429 49
222.266 1155452
233.737 880669
246.056 3072821
seconds 256
run 31 - 36 768 ParallelOldGC
18.577 3582760
28.95 55
39.658 691142
47.881 60
58.313 3035441
84.733 10908454
123.89 15808414
130.986 18
139.669 44
147.725 21
155.905 574
164.266 57
173.079 269707
183.592 48
197.617 49
206.883 28
216.147 1989315
225.603 589541
238.035 6245405
249.582 9
260.399 18
269.61 553796
278.732 654
seconds 287
run 32 - 36 768 ParallelOldGC
11.724 99
19.721 922598
30.904 84
63.07 8726302
70.376 12
78.593 31
88.782 4836299
108.939 10603674
148.21 16550661
162.353 4
170.397 8
179.357 43
190.49 1374194
199.517 81
208.629 110925
222.287 5527125
229.733 219
239.497 115
247.853 285
259.501 393
267.606 519
276.178 423
286.609 401457
seconds 297
run 33 - 36 768 ParallelOldGC
40.315 13651628
134.214 37175311
172.061 20346672
185.417 7148912
193.909 56
219.7 12195567
251.093 13943301
260.156 3253438
268.265 52902
278.917 65
291.022 6012393
299.21 804
307.234 558
317.495 2
343.942 19864665
438.702 37668171
512.412 36643865
564.595 28878559
579.066 11335901
595.943 43388
604.787 104309
613.543 16612
632.508 11017945
seconds 652
run 34 - 36 768 ParallelOldGC
10.083 332
21.913 18797
29.849 25
37.512 9
45.307 27
61.086 2184000
69.241 27
77.675 30
88.075 4456992
101.15 32
108.981 154879
124.401 1111070
133.379 1642618
141.993 456
150.673 3587
160.01 43
168.481 47
176.877 69
185.997 336924
194.838 102424
203.176 108
211.466 1158
220.716 6239734
seconds 232
run 35 - 36 768 ParallelOldGC
13.715 929463
22.769 59
32.397 18
41.623 47
51.209 5659387
77.465 39
86.338 42
95.788 49
106.626 962
120.37 32
130.607 36
139.017 793619
148.58 154881
157.145 332572
165.605 421
175.004 42847
183.357 28
196.964 23
206.006 65
216.892 14
226.074 1505701
234.601 35
242.424 505
seconds 251
run 36 - 36 768 ParallelOldGC
27.702 1502144
37.463 103
46.845 126
56.128 56
65.933 43
78.805 2603645
94.445 10
104.346 704176
113.359 1356
122.477 299
131.197 5
139.253 2124
147.541 10
156.335 1399888
164.984 40
173.625 49
181.983 44
190.46 1
198.677 75
212.615 4937189
226.919 3
235.114 27
243.065 42
seconds 253
run 37 - 36 768 ParallelOldGC
34.855 15039691
64.975 6494434
73.896 19
81.962 28
90.733 95052
100.472 262533
110.39 2249868
119.518 2041485
128.446 499
137.791 396496
152.864 23
162.665 43
172.373 74
187.124 4576998
218.984 7319100
228.548 41
254.479 16321321
260.991 35
270.189 36
279.488 81
289.389 2272272
300.203 1124235
331.912 6634712
seconds 340
run 38 - 36 768 ParallelOldGC
10.458 2068437
22.542 4
32.426 85
45.512 155532
54.457 43
63.277 7
72.316 20
81.73 1961943
100.484 7536068
108.613 1372642
118.32 41
126.46 88
138.584 2173772
147.228 31
156.532 58
167.094 3161625
178.784 1000805
195.662 4443401
206.741 38
219.115 12
230.814 2602300
238.84 60
249.067 11
seconds 262
run 39 - 36 768 ParallelOldGC
15.17 4014705
23.979 789
34 5079
43.28 1603
51.513 72620
60.765 69
70.359 5181
78.639 6
86.55 282
96.07 144058
104.227 123
113.382 501
122.72 65443
132 679
141.551 239157
149.755 2
157.933 33795
167.403 141233
177.034 18
185.61 26
195.062 18
203.239 54
212.502 6560
seconds 221
run 40 - 36 768 ParallelOldGC
16.665 3042788
25.023 779
33.946 86
41.819 57
49.92 48
57.723 18
71.545 6913165
89.371 4576233
97.474 14
108.169 567
115.581 29
123.088 74
135.234 101
146.003 56
154.386 214
200.604 17135631
236.066 24417583
254.613 13748383
271.031 1674041
286.743 99944
301.068 5271164
310.096 397
333.397 15256302
seconds 351
run 41 - 36 768 ParallelOldGC
35.68 9395327
87.205 18409159
105.657 5755269
121.897 870748
140.69 10380608
161.49 266997
171.811 3389900
182.599 490
193.717 64
202.202 5
213.751 17
222.584 49
234.309 5226308
247.776 761187
257.274 2204645
268.84 5121384
278.32 29
287.199 31
296.854 928456
305.326 212179
314.352 923039
325.38 2798541
333.503 49
seconds 344
run 42 - 36 768 ParallelOldGC
47.166 20880694
93.863 21495829
117.391 11107443
138.181 1146246
149.084 709
161.613 16
170.658 464
193.303 6358073
200.397 43
214.305 14
223.364 18
231.547 67
239.886 264
248.285 31
258.82 194
267.247 682
275.569 15002
284.73 19
298.489 6026077
320.247 20832471
349.425 14409348
359.863 55
367.85 612
seconds 376
run 43 - 36 768 ParallelOldGC
20.066 4836435
29.808 1827555
85.231 25904545
106.39 8310219
131.247 9232834
145.355 5939996
160.907 6816212
171.504 3321242
189.913 5572933
199.088 22
210.037 2853090
224.425 111
232.779 54
242.139 240
254.789 6452164
272.126 2146962
282.962 2716172
294.018 8
302.214 5
311.957 780540
336.83 6617100
355.627 6148321
371.057 45
seconds 381
run 44 - 36 768 ParallelOldGC
14.419 1599141
26.786 26
36.566 1664423
47.222 49
58.488 6663009
74.707 52
84.218 65
95.203 1771617
104.828 1004726
117.313 2126383
127.422 1263
136.732 79
146.638 70
156.154 701046
165.884 75
174.887 20
183.509 1236
192.191 37
201.363 246
221.338 3901898
230.913 1474461
250.477 9756712
260.992 33
seconds 271
run 45 - 36 768 ParallelOldGC
11.267 275427
19.532 149788
29.711 1150
47.072 9000859
64.342 7399697
83.634 5554997
93.466 111148
101.338 105
118.027 8512054
125.018 4612
136.927 4171162
204.968 31243504
257.563 27925590
307.108 20957090
314.846 897035
325.104 3337209
404.709 37107072
425.658 15569958
450.155 6709759
463.463 1382
478.645 6395933
486.835 101
501.282 375585
seconds 514
run 46 - 36 768 ParallelOldGC
11.587 679182
34.622 335
44.055 19
63.185 23
72.916 864483
92.87 5980020
106.261 246367
117.089 317
129.267 5060148
137.272 49
146.563 63
155.928 447
169.378 56
178.623 8751
188.431 91812
203.718 7142895
213.176 12
223.507 62
236.161 4453720
267.965 14723707
297.489 8565280
318.858 4744142
326.643 118956
seconds 335
run 47 - 36 768 ParallelOldGC
29.61 458968
39.499 23
51.769 4133716
64.158 3831156
71.876 55
80.06 119
87.702 25
95.304 158
103.259 4
111.172 590
128.969 21
144.187 12198201
172.98 16252203
201.884 16045202
220.293 9745552
227.858 5
237.639 3795202
250.329 56035
260.802 788418
286.117 6911962
318.911 21635775
341.586 7658846
349.065 622
seconds 359
run 48 - 36 768 ParallelOldGC
16.415 2258197
29.739 4352644
44.266 73
52.542 951
68.602 6004622
77.575 395
85.755 748
96.907 1370579
118.175 5017854
136.82 49
148.797 5558653
169.241 10960243
177.979 130
192.608 560020
216.01 8862181
226.207 2
235.679 2413209
280.203 15620906
292.277 7372018
308.2 7
320.929 653
332.674 130
344.517 1290137
seconds 354
run 49 - 36 768 ParallelOldGC
14.806 4757748
23.304 23
31.109 72
40.373 651382
52.047 1848109
66.163 1239012
74.518 0
82.888 79
91.61 2987472
101.098 103
115.421 5507892
122.995 44
133.75 2
143.609 2578587
153.841 320726
162.286 82438
170.935 150
186.446 8344569
195.105 27
203.884 64
212.914 14
222.045 2089192
231.338 3
seconds 240
run 50 - 36 768 ParallelOldGC
10.054 1492
19.851 44486
28.668 51043
37.294 42
45.889 5177
55.291 206
72.137 186790
80.943 30
93.908 1004244
104.162 0
117.842 3566384
130.002 72
139.951 35
148.791 343141
157.164 123552
166.176 431060
175.527 3598321
185.576 6
195.468 997313
204.019 79
212.424 989
220.777 59
229.023 307405
seconds 238
run 51 - 36 768 ParallelOldGC
17.428 568284
26.485 1699334
45.963 5782884
56.296 152636
65.978 29
75.745 606178
86.155 2402012
93.882 73
102.969 43
111.343 98
120.076 27
129.572 3853780
141.955 75
153.001 5243909
162.187 13
172.868 4270397
190.36 10
199.993 2403360
243.814 22499594
265.603 7804418
276.842 35
297.408 5059964
312.087 3280079
seconds 334
run 52 - 36 768 ParallelOldGC
11.334 1010061
24.852 1903237
41.017 327
52.416 5256
63.993 1381482
75.506 2188526
83.539 6
91.484 11
100.477 55
110.204 302837
119.774 62
135.512 65
157.778 15819914
211.471 18496384
259.008 27833567
309.475 17983931
315.93 1539980
332.587 150
345.852 4431236
353.628 1498
361.736 11
370.174 79
379.671 64
seconds 388
run 53 - 36 768 ParallelOldGC
12.495 224670
33.103 30162
42.512 2358275
54.529 52
63.054 957247
81.108 2119333
90.301 64
98.921 50
109.048 3508005
132.446 3766422
154.647 26
164.749 21
172.971 55
182.873 28
190.707 12
199.125 77
208.74 104
216.887 459
225.846 612
234.138 55
243.228 322
260.883 124
273.209 28
seconds 283
run 54 - 36 768 ParallelOldGC
21.586 2616023
30.166 383506
39.475 710
49.979 568
58.143 321
67.631 2115763
76.032 1508269
84.178 12993
92.316 880245
101.408 51
111.659 23
120.897 280
129.355 9
150.138 3717231
157.722 18
166.119 29
177.319 658
187.519 4826123
197.605 3961786
205.56 211287
216.213 48
226.075 126015
235.191 26
seconds 245
run 55 - 36 768 ParallelOldGC
14.757 23
27.562 5078394
35.004 4
42.604 69
51.927 1089
60.719 948186
78.489 10931255
90.714 715
100.263 70
108.087 5
115.819 607
123.277 86
132.014 3111482
140.438 1274
149.96 14
158.29 2
166.87 22
184.771 4170259
194.783 57
204.937 26
215.116 78
225.066 12
233.405 36
seconds 241
run 56 - 36 768 ParallelOldGC
22.546 2246372
33.053 1433159
45.904 1561781
55.82 1770679
64.093 89
74.373 2494056
82.775 341007
92.202 2071931
101.989 35
110.428 2525
119.557 1179811
129.143 1028021
143.925 4355217
155.832 3448891
164.812 93
175.079 1366829
184.544 125
193.391 73
201.392 1333534
244.087 21401338
274.238 14741792
288.593 94
301.044 2339106
seconds 310
run 57 - 36 768 ParallelOldGC
17.855 393142
28.314 2003034
37.898 1455
46.457 296
55.622 816092
65.026 3086191
73.995 174
82.08 56
90.363 61
98.593 135913
118.87 8561700
158.729 19236963
182.803 17388931
194.568 7723899
203.703 32
211.148 75
218.709 6
231.245 1085846
249.677 10678556
260.293 3990294
307.41 21926788
322.893 5661156
345.465 7569299
seconds 353
run 58 - 36 768 ParallelOldGC
15.294 28
25.429 3
34.125 516274
43.974 5156385
56.086 1291
65.515 3035
73.663 452
81.77 567
90.129 701
100.68 259993
119.346 840058
130.186 984
143.229 2566405
155.471 1344102
175.93 7152106
204.416 5367542
212.941 23
222.322 2177457
234.563 63
245.654 1076781
265.232 20
287.774 10976816
312.391 27
seconds 321
run 59 - 36 768 ParallelOldGC
17.535 18
28.172 48
36.981 60
46.696 357401
55.02 25
63.324 57
72.189 67
80.782 15
90.16 968608
99.126 920915
107.883 1331752
117.287 6
125.441 115
134.266 3
147.007 74
155.952 646028
166.148 675154
175.857 20
184.23 36
192.91 19
205.235 1366022
216.143 1038
227.714 1256436
seconds 236
run 60 - 36 768 ParallelOldGC
11.509 68
22.259 25
30.764 21
44.96 18
56.508 5439
65.936 43
73.973 186
81.764 235
91.172 98
105.525 4571269
113.697 19
121.832 19
130.695 1075108
139.202 303
147.731 183030
188.382 16750577
259.256 29938412
294.789 19507330
315.171 6278815
322.753 37
334.553 59
347.715 142
356.022 77
seconds 365
run 61 - 36 768 ParallelOldGC
9.75 12463
20.67 2995403
28.92 238154
41.759 4172847
49.6 421121
58.045 37
66.356 65
74.316 4
82.362 10
89.795 2203
98.194 26
106.15 736
114.378 61
122.332 37
129.962 315
147.738 8811345
164.039 20
172.255 57
180.057 648
188.174 343304
197.414 17381
205.463 179
214.179 43
seconds 223
run 62 - 36 768 ParallelOldGC
23.282 7899868
68.013 20424723
137.329 33671395
238.251 36018678
303.643 34773776
404.054 37748688
494.457 36929190
558.514 28381342
582.641 15219170
622.295 25518297
674.729 26072957
711.368 18295744
743.543 18163634
774.524 17675339
827.759 23197985
859.939 20787135
886.366 12046592
926.541 23587711
991.926 25011984
1029.33 21197460
1082.7 27177220
1181.39 37007407
1270.14 37748712
seconds 1372
run 63 - 36 768 ParallelOldGC
19.321 4997359
57.275 18191794
83.783 4760676
95.584 5821771
103.56 255399
114.652 340309
124.114 46
132.233 1251417
142.439 1066539
154.809 3432565
163.109 47
174.053 1196501
182.357 50
200.848 250
213.69 5400477
221.999 47
229.75 26
238.803 26
247.024 668
256.444 2103359
265.853 253294
282.715 66
290.923 387
seconds 300
run 64 - 36 768 ParallelOldGC
16.639 2517174
30.844 3815155
44.36 2364079
63.856 11280669
96.203 9972330
119.327 5246798
140.051 10175879
154.083 2445396
169.258 1828283
178.023 6
185.797 25
194.228 1
202.66 116
212.274 11
222.663 4818027
246.672 448
255.331 1
264.857 98
275.111 39152
286.365 2260417
294.303 13
302.065 48
310.919 22
seconds 320
run 65 - 36 768 ParallelOldGC
24.077 231216
54.875 17171521
89.088 16195244
123.918 16642915
158.821 21078403
259.05 37420570
322.383 31801004
369.2 24001317
449.372 37010006
499.475 29800700
534.937 17721214
593.11 27111925
679.491 35381022
739.473 29464030
816.098 35538882
903.816 37469561
964.232 31562170
1077.71 37731152
1155.51 34049424
1241.25 37608580
1329.19 35288420
1431.85 35862547
1477.56 26679043
seconds 1556
run 66 - 36 768 ParallelOldGC
10.127 534035
19.925 2664537
32.123 248936
41.984 8834
50.343 53
58.519 64
66.319 1095
75.739 59
83.548 12
92.552 3085421
100.284 289418
108.182 381642
116.892 157380
127.254 313446
135.488 6
143.986 19268
153.418 1608922
161.397 244
169.638 11541
181.207 3246095
188.822 25
197.523 383126
205.873 44
seconds 214
run 67 - 36 768 ParallelOldGC
18.852 2903899
32.596 10
50.052 8265556
68.704 6258
77.749 1187608
87.226 556
95.909 30
105.292 54
114.727 1253156
123.808 29
133.605 109
147.448 85
157.366 253
165.822 346
180.33 1911534
189.675 204
198.458 10
213.272 5906127
224.477 3501955
239.643 2595507
253.477 324359
264.183 330
272.152 197
seconds 282
run 68 - 36 768 ParallelOldGC
10.02 3
17.9 17
32.915 1331
42.135 4
50.186 42
58.302 1753105
66.227 23
74.349 61
83.193 49
102.76 11160436
117.39 7507565
145.591 15111423
164.722 1937080
174.121 2945110
182.798 1502
190.967 44
200.201 20
208.118 294
216.22 92
225.586 200813
233.509 28
241.857 53
249.713 32
seconds 257
run 69 - 36 768 ParallelOldGC
11.08 271614
22.813 68
37 52
44.603 60
66.263 8114970
74.086 16
82.168 30
97.416 5314853
113.56 34
121.814 92
131.518 76
141.053 2107981
151.475 24
164.656 49
175.955 35
188.289 379
199.554 644254
207.981 157
221.298 2395744
237.078 98917
247.486 1608822
265.909 140
284.233 8599084
seconds 293
run 70 - 36 768 ParallelOldGC
14.444 2496769
34.732 23646
43.892 263
51.601 17
59.626 24
70.007 3850310
80.312 43
88.341 42745
97.483 29
107.704 244
125.153 1683832
132.836 386816
152.582 76066
161.118 1280668
169.164 50
190.184 10639525
202.778 8266148
212.219 13
220.594 2933400
229.312 23
239.43 5418088
249.214 59
259.251 31
seconds 270
run 71 - 36 768 ParallelOldGC
10.711 63
19.105 689
26.842 38
35.154 70
43.662 63
55.826 2096441
64.367 17
72.908 45
80.88 50
98.195 47
108.206 2773
117.065 13
126.876 903545
134.448 409
142.896 824
154.583 5480849
168.324 7680
176.896 242
186.619 1088881
195.08 2197250
206.339 678003
215.524 13
223.355 478
seconds 241
run 72 - 36 768 ParallelOldGC
11.573 233
27.391 3292557
35.67 266
48.721 66
57.239 37
67.029 1311928
76.415 52
84.99 409
93.105 33
101.486 1025
109.741 39
118.011 258533
125.928 49
138.508 46
147.178 53
159.561 6125868
168.042 8
177.485 8883
188.566 270217
196.872 866781
207.259 3238737
216.115 17
224.191 94
seconds 233
